WELL_SITE_ID,ID,Date,DEPTH_TO_WATER,WATER_LEVEL_ELEVATION,SOURCE_CODE,METHOD_CODE,REMARK_CODE,UpDate,LSE,Bottom,Depth,Reg_No,Rise
314015111033401,405084,1987-12-15,25.23,3097.77,A,S,0,1987-12-15,3123.0,2903.0,220.0,612488.0,13.36999999999989
314015111033401,429222,1995-01-12,24.65,3098.35,A,S,0,1995-01-12,3123.0,2903.0,220.0,612488.0,13.949999999999818
314015111033401,477352,2000-02-28,32.7,3090.0,A,V,0,2000-02-28,3123.0,2903.0,220.0,612488.0,5.599999999999909
314015111033401,1909119,2005-02-15,38.6,3084.4,A,V,0,2005-02-15,3123.0,2903.0,220.0,612488.0,0.0
314015111033401,2005772,2016-02-10,38.2,3084.8,A,S,0,2016-02-10,3123.0,2903.0,220.0,612488.0,0.40000000000009095
